Locality,Property_Type,Area_sqft,Bedrooms,Bathrooms,Balconies,Floor,Total_Floors,Property_Age,Furnished,Parking,Lift,Power_Backup,Security,Gym,Swimming_Pool,Distance_Metro_km,Distance_School_km,Distance_Hospital_km,Facing,Water_Supply,Latitude,Longitude,Price_Lakhs
Attapur,Apartment,1419,3,3,1,4,7,20,Semi-Furnished,2,Yes,Yes,No,Yes,Yes,9.22,0.37,2.9,North-East,Limited,17.478861,78.49132,63.11
Malkajgiri,Villa,1670,3,3,1,9,15,21,Fully Furnished,2,No,Yes,Yes,No,No,4.83,1.13,1.11,North-East,Limited,17.42415,78.477608,89.46
Malkajgiri,Apartment,2367,4,4,1,4,5,24,Unfurnished,0,No,No,Yes,Yes,No,14.96,2.3,4.48,South-East,Limited,17.401863,78.566932,92.06
Balapur,Independent House,1215,2,2,2,15,18,21,Semi-Furnished,2,No,Yes,Yes,No,Yes,7.33,6.01,7.39,North,Limited,17.341193,78.576782,47.95
Beeramguda,Apartment,1296,2,2,1,5,11,8,Fully Furnished,1,No,Yes,No,Yes,Yes,7.35,1.8,1.64,South-East,Limited,17.376131,78.510727,44.1
Habsiguda,Villa,952,2,2,1,14,19,4,Semi-Furnished,2,Yes,Yes,No,No,Yes,5.04,0.75,4.79,South,24x7,17.322624,78.47944,54.24
Kothaguda,Independent House,1332,3,4,3,6,13,15,Semi-Furnished,0,Yes,Yes,No,Yes,No,11.47,4.39,0.67,East,Limited,17.401731,78.402247,100.63
Kompally,Villa,902,2,3,2,9,19,5,Unfurnished,0,No,No,No,No,No,13.38,7.97,3.76,South-West,12 Hours,17.482242,78.526332,62.39
Hafeezpet,Villa,1219,3,3,1,1,5,23,Unfurnished,2,Yes,Yes,No,Yes,No,13.21,2.27,5.58,East,Limited,17.346906,78.549459,86.67
Ameenpur,Apartment,609,1,2,1,1,13,17,Semi-Furnished,1,Yes,Yes,Yes,No,No,10.09,5.4,3.06,North,12 Hours,17.317523,78.568885,22.0
Dilsukhnagar,Apartment,1251,2,1,1,3,7,24,Semi-Furnished,2,Yes,No,No,No,Yes,1.07,4.12,2.47,South-West,12 Hours,17.47496,78.531844,72.17
Jubilee Hills,Apartment,1143,2,3,0,0,3,23,Fully Furnished,0,No,Yes,No,No,No,7.23,1.07,2.16,East,12 Hours,17.368649,78.573246,165.45
Isnapur,Apartment,1285,2,1,0,5,5,20,Unfurnished,1,No,No,No,Yes,No,12.32,1.71,4.31,South-West,12 Hours,17.294044,78.391973,41.13
Peerzadiguda,Apartment,1315,3,3,0,0,6,13,Fully Furnished,1,No,Yes,No,No,Yes,13.01,7.08,7.41,North,12 Hours,17.447111,78.584155,57.08
Khajaguda,Apartment,683,1,1,0,7,17,21,Semi-Furnished,2,Yes,No,Yes,No,No,10.12,5.24,1.91,East,24x7,17.403826,78.462878,49.73
Kothaguda,Independent House,1369,3,2,3,3,11,10,Semi-Furnished,0,Yes,No,No,Yes,Yes,7.16,6.47,4.76,South-West,12 Hours,17.453424,78.554366,116.37
Neknampur,Independent House,756,1,2,0,17,18,0,Unfurnished,2,No,Yes,No,No,No,12.47,6.59,8.52,North-West,Limited,17.367964,78.441381,48.95
Bandlaguda Jagir,Independent House,1081,2,1,0,0,8,10,Semi-Furnished,2,No,No,Yes,Yes,Yes,7.64,6.63,7.55,South-East,24x7,17.457944,78.54928,57.53
Shamshabad,Apartment,2102,4,4,3,5,7,3,Semi-Furnished,0,Yes,No,No,Yes,No,0.56,5.97,5.76,South-East,Limited,17.484327,78.497786,89.6
Dilsukhnagar,Apartment,1267,2,2,0,10,13,19,Fully Furnished,1,No,No,Yes,No,No,14.47,7.77,4.8,North,24x7,17.473953,78.556629,61.23
Kismatpur,Villa,1760,3,3,1,3,7,19,Fully Furnished,1,No,Yes,Yes,No,Yes,11.53,4.63,6.04,South-East,Limited,17.375109,78.412532,101.65
Old Alwal,Independent House,1225,3,4,1,2,2,1,Unfurnished,1,Yes,No,No,Yes,Yes,10.51,2.57,7.66,East,12 Hours,17.406235,78.432429,68.07
Puppalaguda,Villa,1429,3,4,1,9,17,22,Fully Furnished,0,No,No,No,No,Yes,0.69,2.24,6.4,South-West,24x7,17.408626,78.458333,112.52
Patancheru,Independent House,1817,3,3,1,7,10,5,Fully Furnished,0,Yes,Yes,Yes,No,Yes,6.71,4.59,1.74,North-East,24x7,17.419315,78.490762,78.85
Pocharam,Builder Floor,715,1,1,1,11,16,2,Fully Furnished,1,Yes,Yes,Yes,Yes,No,8.37,3.41,3.82,South,Limited,17.389033,78.557136,39.63
Khairatabad,Apartment,2333,4,5,0,2,4,14,Unfurnished,2,Yes,Yes,No,No,Yes,6.1,4.46,3.19,North-West,Limited,17.397188,78.562031,149.01
Safilguda,Apartment,1897,4,4,0,1,4,24,Fully Furnished,2,Yes,Yes,Yes,Yes,No,12.62,1.88,8.37,South-East,Limited,17.311803,78.392457,86.86
Nallagandla,Apartment,894,2,1,0,6,6,8,Fully Furnished,0,Yes,No,No,No,No,9.64,3.63,0.66,West,Limited,17.409062,78.527516,54.84
Patancheru,Apartment,1799,3,2,0,8,12,3,Semi-Furnished,2,No,Yes,No,No,No,6.23,5.39,5.0,South,24x7,17.312274,78.389609,82.3
Saroornagar,Builder Floor,1196,2,2,0,17,18,4,Unfurnished,0,Yes,No,Yes,No,Yes,11.35,7.26,3.77,South-East,Limited,17.402984,78.465149,57.42
Kollur,Apartment,1458,3,3,0,5,6,25,Fully Furnished,0,No,Yes,No,Yes,No,1.92,5.89,5.13,North-West,12 Hours,17.465832,78.456351,58.25
Beeramguda,Apartment,1398,3,3,3,10,15,19,Fully Furnished,1,Yes,No,No,No,Yes,0.57,2.2,2.6,South-East,12 Hours,17.441731,78.466009,49.52
Isnapur,Villa,1033,2,2,1,3,18,5,Fully Furnished,2,Yes,No,Yes,Yes,No,11.14,5.12,7.41,East,Limited,17.457473,78.576604,43.87
Hitech City,Apartment,1152,2,2,0,8,18,17,Fully Furnished,1,Yes,No,No,Yes,No,2.44,4.16,1.36,North-West,Limited,17.470318,78.485123,127.61
Alwal,Apartment,1343,3,4,1,4,6,18,Fully Furnished,0,No,No,Yes,Yes,No,3.86,2.34,2.72,South,Limited,17.376827,78.582707,63.85
Attapur,Villa,1740,4,4,0,8,17,23,Semi-Furnished,2,Yes,No,No,No,Yes,7.99,3.2,9.12,South-East,12 Hours,17.35075,78.51338,100.89
Ghatkesar,Villa,621,1,2,0,1,8,16,Fully Furnished,1,Yes,Yes,Yes,Yes,No,9.23,6.59,6.78,South-East,12 Hours,17.300173,78.412476,27.67
Peerzadiguda,Apartment,932,2,3,0,0,8,4,Fully Furnished,2,Yes,Yes,Yes,Yes,Yes,2.91,7.4,5.41,South-East,Limited,17.315381,78.414465,48.09
Maheshwaram,Villa,1490,3,2,1,15,15,15,Unfurnished,0,No,Yes,Yes,No,Yes,11.0,2.94,4.81,West,24x7,17.321376,78.455833,47.63
Attapur,Apartment,1290,2,3,0,3,20,5,Semi-Furnished,2,Yes,Yes,Yes,No,Yes,13.58,4.45,0.51,South-East,Limited,17.379792,78.520212,66.47
Mehdipatnam,Apartment,1434,3,4,3,9,12,25,Fully Furnished,2,Yes,No,Yes,No,No,11.6,7.31,1.3,South-East,12 Hours,17.323458,78.394874,88.35
Banjara Hills,Apartment,853,2,3,2,5,7,13,Semi-Furnished,0,Yes,No,No,No,No,8.69,5.01,9.92,South-East,24x7,17.340718,78.422102,72.38
Karmanghat,Apartment,1134,2,3,1,9,10,11,Fully Furnished,1,Yes,Yes,Yes,No,Yes,1.95,4.21,7.97,East,24x7,17.309127,78.478856,61.15
Banjara Hills,Independent House,1157,2,3,0,2,3,7,Semi-Furnished,0,Yes,No,No,No,Yes,14.21,6.62,6.58,South-West,24x7,17.357854,78.487383,121.37
Ameenpur,Apartment,811,1,1,0,1,2,7,Fully Furnished,0,Yes,Yes,No,No,No,10.21,3.42,2.4,East,Limited,17.292862,78.546582,37.89
Manikonda,Apartment,1796,3,3,2,3,9,19,Unfurnished,1,No,Yes,No,Yes,No,7.84,4.6,5.28,North-West,24x7,17.301352,78.561416,103.74
Hayathnagar,Apartment,1043,2,3,0,7,11,21,Semi-Furnished,2,Yes,No,Yes,No,Yes,6.05,6.37,2.59,South,12 Hours,17.297216,78.442076,45.01
Nampally,Apartment,1469,3,3,2,3,3,21,Fully Furnished,1,Yes,Yes,No,No,No,3.67,4.72,2.24,South,12 Hours,17.434652,78.423604,79.55
Alwal,Villa,953,2,2,2,2,12,24,Unfurnished,0,Yes,No,Yes,Yes,No,5.88,2.73,9.03,North-East,12 Hours,17.359094,78.483605,42.61
Dilsukhnagar,Apartment,1331,3,2,3,1,16,16,Semi-Furnished,1,Yes,No,Yes,No,No,10.49,0.39,2.5,West,12 Hours,17.358783,78.479207,66.2
Shamshabad,Apartment,987,2,3,2,5,11,5,Semi-Furnished,1,Yes,No,No,No,No,4.55,1.69,1.75,South,24x7,17.292337,78.437187,42.39
Alwal,Apartment,924,2,2,1,0,1,13,Semi-Furnished,0,No,No,No,No,Yes,6.28,5.62,1.07,North-East,12 Hours,17.464041,78.489035,47.44
Narsingi,Independent House,1034,2,2,1,1,1,3,Semi-Furnished,2,Yes,Yes,No,No,No,10.26,4.05,7.5,West,12 Hours,17.306434,78.476182,74.97
Pocharam,Builder Floor,2355,4,4,3,18,20,12,Unfurnished,0,Yes,No,Yes,No,No,9.97,5.77,6.25,South-East,12 Hours,17.333494,78.440549,110.42
Masab Tank,Apartment,2123,4,4,1,0,1,23,Unfurnished,2,No,Yes,Yes,Yes,No,1.99,0.79,8.85,East,24x7,17.289014,78.451116,143.15
Kondapur,Apartment,1185,2,3,1,3,8,23,Semi-Furnished,1,Yes,Yes,Yes,Yes,Yes,10.12,6.92,3.59,South-West,12 Hours,17.350499,78.410652,75.12
Karmanghat,Apartment,2252,4,4,3,13,19,16,Fully Furnished,2,No,No,No,Yes,Yes,6.91,3.12,2.97,North-East,24x7,17.403718,78.52252,118.08
Kothapet,Apartment,854,2,3,1,0,10,24,Semi-Furnished,1,Yes,Yes,No,Yes,No,13.29,3.67,2.87,South-East,12 Hours,17.384688,78.404084,38.15
ECIL,Apartment,1241,2,2,1,8,18,13,Unfurnished,0,Yes,Yes,No,Yes,No,9.46,2.4,6.42,South,12 Hours,17.402368,78.535788,49.25
Nallagandla,Builder Floor,602,1,1,1,5,5,14,Fully Furnished,0,Yes,Yes,Yes,Yes,No,3.65,3.54,7.96,South-West,12 Hours,17.310516,78.443455,37.6
Madhapur,Apartment,1349,3,2,2,1,13,17,Semi-Furnished,0,Yes,No,No,Yes,Yes,14.63,5.8,4.16,South-West,24x7,17.414183,78.500856,120.96
Nagole,Apartment,3168,5,5,2,2,11,20,Fully Furnished,0,Yes,No,No,No,Yes,5.73,0.7,6.83,West,24x7,17.482303,78.507855,145.09
Mallapur,Apartment,1798,3,2,3,0,8,1,Fully Furnished,2,No,Yes,No,Yes,Yes,2.79,1.0,6.38,East,24x7,17.305356,78.417272,95.04
Patancheru,Independent House,1328,3,4,1,8,11,25,Fully Furnished,1,No,Yes,Yes,No,No,11.0,2.23,0.88,South-West,Limited,17.317136,78.424013,41.74
Saroornagar,Apartment,1028,2,2,2,8,15,19,Fully Furnished,0,Yes,Yes,No,No,No,8.35,3.8,7.87,South-East,Limited,17.319675,78.566053,48.18
Film Nagar,Independent House,1219,2,1,2,12,18,6,Fully Furnished,2,No,Yes,No,No,No,9.79,1.15,5.47,West,24x7,17.389902,78.468779,160.74
Chandanagar,Apartment,1301,3,2,3,16,16,19,Fully Furnished,2,No,Yes,No,Yes,Yes,0.69,7.39,6.73,West,12 Hours,17.307408,78.466271,64.53
Masab Tank,Independent House,2541,4,4,0,8,20,16,Unfurnished,2,Yes,No,Yes,Yes,Yes,1.97,2.08,4.16,South,Limited,17.458101,78.550114,182.96
Meerpet,Builder Floor,1771,3,4,0,11,19,21,Semi-Furnished,2,No,Yes,Yes,Yes,No,7.82,5.36,5.57,South-West,12 Hours,17.319178,78.520429,79.71
Karmanghat,Independent House,1174,2,3,2,9,11,7,Fully Furnished,2,Yes,No,No,No,No,6.99,3.36,7.4,North-East,Limited,17.396353,78.501023,62.61
Kothapet,Builder Floor,1003,2,2,0,0,11,24,Fully Furnished,1,Yes,Yes,Yes,No,No,2.76,2.34,8.95,South,24x7,17.438899,78.424109,46.96
Begumpet,Apartment,1422,3,2,2,5,16,15,Fully Furnished,2,Yes,No,Yes,No,Yes,11.81,7.4,3.68,South-East,12 Hours,17.370087,78.488222,97.41
Suchitra,Independent House,2349,4,5,0,8,10,1,Semi-Furnished,2,Yes,No,Yes,Yes,Yes,10.27,7.98,9.72,West,24x7,17.307967,78.508824,146.2
Quthbullapur,Apartment,1093,2,1,2,4,13,2,Semi-Furnished,2,No,Yes,Yes,No,Yes,7.57,5.32,2.36,South,24x7,17.401248,78.417573,53.77
Kapra,Apartment,1791,4,3,3,5,14,11,Unfurnished,1,No,Yes,No,Yes,No,9.44,7.92,4.7,North,12 Hours,17.391518,78.397065,83.95
Suchitra,Apartment,1222,2,1,0,0,2,19,Unfurnished,1,Yes,No,Yes,No,No,7.33,2.86,7.53,South,24x7,17.311883,78.399375,49.34
Kothapet,Apartment,1344,3,2,3,16,19,1,Semi-Furnished,0,Yes,No,Yes,No,Yes,7.24,7.58,1.13,North-East,Limited,17.349471,78.548675,74.01
Masab Tank,Apartment,1182,2,3,0,8,13,22,Unfurnished,1,No,Yes,Yes,Yes,No,8.63,5.79,0.88,North-East,12 Hours,17.421301,78.538746,77.23
Lakdikapul,Apartment,1030,2,2,2,3,10,16,Semi-Furnished,0,No,No,Yes,No,Yes,2.7,7.21,6.74,West,Limited,17.379315,78.469068,68.65
Kothapet,Apartment,1432,3,4,1,4,19,13,Semi-Furnished,2,No,No,Yes,Yes,Yes,8.92,5.57,2.42,North,12 Hours,17.470906,78.552824,82.88
Osman Nagar,Builder Floor,2497,5,5,2,0,3,5,Semi-Furnished,0,Yes,No,No,No,No,6.92,7.49,8.99,North-East,24x7,17.309859,78.532873,149.07
Puppalaguda,Apartment,1826,3,3,1,7,20,7,Fully Furnished,0,No,Yes,No,Yes,No,10.82,3.18,8.6,South-West,12 Hours,17.321247,78.399999,112.83
Kothaguda,Apartment,857,2,2,1,3,8,24,Unfurnished,0,Yes,No,No,No,No,13.37,3.59,7.87,South-East,Limited,17.399895,78.555066,50.75
Lakdikapul,Builder Floor,1749,3,2,0,14,15,1,Unfurnished,2,No,Yes,No,Yes,Yes,4.72,3.36,3.39,North-East,12 Hours,17.444053,78.427025,124.93
Nacharam,Apartment,814,1,1,1,2,15,23,Fully Furnished,0,Yes,Yes,No,No,No,7.04,1.68,6.11,South,12 Hours,17.317853,78.549615,33.42
Sainikpuri,Apartment,2515,4,4,0,0,3,22,Semi-Furnished,2,No,Yes,No,Yes,No,8.48,0.64,2.12,North-West,Limited,17.389613,78.458466,131.96
Nallagandla,Villa,1214,2,1,1,4,10,23,Semi-Furnished,1,Yes,Yes,Yes,Yes,Yes,9.53,2.25,4.86,South-West,Limited,17.363489,78.55002,83.87
Kismatpur,Apartment,1687,3,4,3,2,15,19,Fully Furnished,0,Yes,No,Yes,Yes,Yes,2.65,5.33,0.85,East,Limited,17.360389,78.479236,82.89
Kismatpur,Apartment,905,2,3,0,5,6,9,Fully Furnished,2,Yes,No,No,Yes,Yes,11.64,2.79,9.03,West,12 Hours,17.434522,78.487244,43.12
Kokapet,Apartment,1290,2,2,1,13,17,16,Unfurnished,2,Yes,Yes,Yes,Yes,No,11.0,4.96,7.99,North-East,12 Hours,17.464915,78.463478,93.67
ECIL,Apartment,1332,3,4,3,5,16,19,Unfurnished,2,No,Yes,Yes,Yes,Yes,7.24,6.43,7.51,South,Limited,17.466294,78.511548,62.56
Habsiguda,Apartment,1852,3,3,0,4,7,8,Unfurnished,1,No,No,Yes,Yes,No,5.45,5.88,6.35,East,24x7,17.472966,78.512242,82.66
Khairatabad,Apartment,1685,3,2,1,4,16,20,Semi-Furnished,2,No,No,No,Yes,No,8.69,5.52,5.77,East,24x7,17.312854,78.545505,121.67
Khairatabad,Villa,1267,3,3,2,1,1,12,Fully Furnished,2,Yes,No,Yes,Yes,No,10.73,2.72,0.8,South-East,24x7,17.391692,78.565479,118.8
Alwal,Apartment,1921,4,4,1,2,4,25,Unfurnished,0,Yes,No,Yes,No,Yes,3.26,7.41,7.46,North-East,12 Hours,17.315335,78.449044,84.06
Narsingi,Builder Floor,1335,3,3,0,12,15,22,Fully Furnished,0,Yes,No,Yes,Yes,No,7.27,0.66,5.45,North-East,24x7,17.433789,78.393406,95.01
Ameerpet,Villa,948,2,2,1,10,18,24,Semi-Furnished,2,Yes,No,Yes,Yes,No,2.16,7.68,5.82,West,24x7,17.437492,78.562053,71.35
Abids,Apartment,1210,2,2,2,2,8,2,Semi-Furnished,2,No,No,Yes,Yes,Yes,7.33,5.5,1.51,East,24x7,17.449251,78.408826,87.8
Lakdikapul,Independent House,2344,4,5,2,5,10,6,Fully Furnished,2,Yes,No,Yes,Yes,No,1.91,2.69,6.62,South-West,12 Hours,17.310498,78.466157,166.7
Kompally,Villa,1572,3,4,1,5,11,14,Semi-Furnished,0,Yes,No,Yes,No,No,7.19,1.62,7.8,North,Limited,17.314983,78.43255,82.51
Uppal,Apartment,1509,3,4,3,13,19,7,Fully Furnished,0,Yes,No,No,Yes,No,3.52,5.64,4.6,South-East,Limited,17.429007,78.51493,67.85
Saroornagar,Apartment,1787,3,4,0,19,19,14,Semi-Furnished,2,Yes,No,Yes,No,No,1.51,1.14,8.23,South-East,12 Hours,17.393545,78.43706,84.59
Ameenpur,Apartment,1794,3,2,1,3,5,17,Semi-Furnished,1,No,Yes,Yes,No,No,8.77,7.33,3.39,South-East,Limited,17.32132,78.56839,58.61
Manikonda,Apartment,3027,5,5,2,1,2,17,Unfurnished,0,No,Yes,No,Yes,Yes,6.76,4.84,6.44,South-East,12 Hours,17.36517,78.479101,176.62
Saroornagar,Apartment,946,2,3,1,2,14,9,Fully Furnished,0,Yes,Yes,Yes,Yes,Yes,10.96,4.05,4.65,North,24x7,17.31567,78.503946,49.23
Patancheru,Villa,2412,4,5,1,13,15,17,Semi-Furnished,1,No,Yes,Yes,No,Yes,8.88,6.82,2.75,North-East,12 Hours,17.407291,78.390322,103.91
Badangpet,Apartment,797,1,1,0,15,19,22,Unfurnished,0,No,No,Yes,Yes,Yes,7.35,6.01,9.62,West,Limited,17.471424,78.499727,28.61
Saroornagar,Apartment,725,1,1,1,15,15,18,Fully Furnished,1,No,No,No,No,Yes,1.01,7.41,7.62,North-East,24x7,17.4695,78.528148,40.38
Balapur,Apartment,1498,3,2,2,2,16,4,Fully Furnished,0,No,No,Yes,No,No,12.94,0.41,1.56,North,Limited,17.400258,78.508043,50.04
Ameenpur,Apartment,1250,2,2,1,6,6,16,Unfurnished,1,Yes,Yes,Yes,No,No,11.67,2.13,4.68,North,24x7,17.432289,78.573573,52.54
Abids,Apartment,1318,3,2,1,12,15,15,Semi-Furnished,1,Yes,No,No,No,No,2.6,7.0,0.61,South-West,12 Hours,17.375168,78.409348,75.21
Punjagutta,Apartment,822,1,1,1,20,20,8,Semi-Furnished,1,No,Yes,No,No,No,11.71,6.07,7.48,South,Limited,17.45278,78.411633,71.8
Isnapur,Apartment,554,1,1,0,1,14,16,Unfurnished,2,No,No,Yes,No,No,3.3,0.48,1.37,South,Limited,17.458979,78.490468,17.02
Neknampur,Builder Floor,1159,2,2,1,5,19,3,Fully Furnished,0,No,No,No,Yes,No,13.88,2.43,4.56,North-West,12 Hours,17.364801,78.397652,80.92
Raidurg,Independent House,1020,2,1,1,2,9,14,Unfurnished,1,Yes,No,Yes,No,Yes,2.59,6.22,2.57,West,12 Hours,17.445571,78.387626,91.86
Puppalaguda,Apartment,1456,3,4,0,4,16,20,Fully Furnished,0,Yes,No,No,Yes,No,13.62,4.72,5.4,South-West,12 Hours,17.364634,78.494179,75.18
Uppal,Apartment,796,1,1,1,10,11,9,Semi-Furnished,0,Yes,No,No,Yes,No,11.53,2.53,2.43,East,12 Hours,17.354269,78.456091,35.81
Miyapur,Apartment,2345,4,4,3,3,3,23,Unfurnished,0,Yes,Yes,Yes,Yes,No,6.14,6.4,6.61,South-West,Limited,17.375444,78.431621,106.78
Madhapur,Apartment,1243,3,4,0,7,7,21,Fully Furnished,0,Yes,Yes,Yes,Yes,No,9.98,3.93,9.22,East,24x7,17.313171,78.421977,114.27
Jubilee Hills,Apartment,2540,4,3,3,5,20,18,Unfurnished,0,Yes,No,Yes,Yes,Yes,6.68,6.55,9.83,South-East,12 Hours,17.368785,78.569669,271.65
Badangpet,Apartment,1418,3,2,1,1,11,3,Semi-Furnished,0,No,Yes,No,Yes,No,4.03,4.78,1.77,South-East,24x7,17.401118,78.513153,63.55
Ghatkesar,Apartment,895,2,2,1,4,16,6,Unfurnished,2,No,No,No,Yes,Yes,9.35,0.59,2.21,South-West,Limited,17.417707,78.422307,27.01
Tukkuguda,Apartment,670,1,1,0,3,17,19,Semi-Furnished,2,Yes,No,Yes,No,Yes,3.31,6.43,7.01,South-West,12 Hours,17.314733,78.469625,24.31
Kothaguda,Villa,736,1,1,0,4,14,10,Fully Furnished,1,Yes,Yes,Yes,Yes,Yes,11.89,4.03,1.6,South,Limited,17.484375,78.487139,66.2
Rajendra Nagar,Apartment,1196,2,2,0,2,4,7,Unfurnished,0,No,Yes,No,Yes,Yes,7.33,4.03,8.96,North,24x7,17.298415,78.536692,63.68
Nagole,Apartment,1218,2,2,2,4,12,6,Semi-Furnished,0,Yes,Yes,No,Yes,Yes,12.85,3.83,2.13,North-West,24x7,17.464611,78.427728,60.63
Kismatpur,Independent House,1826,3,3,1,3,3,16,Semi-Furnished,0,No,No,No,Yes,No,11.17,2.2,3.61,South,Limited,17.29231,78.481113,74.6
Badangpet,Apartment,790,1,1,1,12,17,15,Fully Furnished,0,No,No,Yes,Yes,Yes,10.55,3.43,2.57,North-West,12 Hours,17.298142,78.541806,25.38
Patancheru,Apartment,1365,3,4,0,14,15,24,Unfurnished,2,No,Yes,No,No,Yes,12.98,0.84,8.99,North-West,Limited,17.389878,78.474853,38.51
Quthbullapur,Independent House,1827,3,3,0,10,20,23,Unfurnished,2,No,Yes,Yes,No,No,7.25,0.61,3.98,West,Limited,17.396928,78.417748,80.99
Osman Nagar,Apartment,1094,2,2,2,5,8,11,Semi-Furnished,2,No,No,Yes,Yes,No,5.51,4.04,5.5,West,12 Hours,17.457357,78.575923,54.44
Isnapur,Villa,1038,2,1,0,2,15,2,Semi-Furnished,0,No,Yes,Yes,Yes,No,2.12,1.44,1.93,South,Limited,17.339149,78.5155,47.58
Film Nagar,Apartment,1335,3,4,2,7,14,23,Fully Furnished,0,No,Yes,Yes,Yes,Yes,12.61,4.3,3.69,North-West,Limited,17.290077,78.417931,139.15
Somajiguda,Apartment,1761,3,4,3,9,10,4,Semi-Furnished,0,No,Yes,No,No,No,11.66,0.66,3.85,South-West,24x7,17.416785,78.392119,169.21
Kothaguda,Apartment,939,2,2,0,1,8,1,Semi-Furnished,2,Yes,No,No,No,Yes,3.47,5.74,6.82,North-West,24x7,17.331215,78.521079,78.94
Safilguda,Builder Floor,1324,3,2,3,4,16,14,Semi-Furnished,0,Yes,No,No,No,No,14.56,6.11,9.94,North,Limited,17.305822,78.546683,60.66
Himayat Nagar,Apartment,870,2,2,2,3,18,9,Unfurnished,1,Yes,No,No,Yes,No,1.3,5.24,6.04,South,12 Hours,17.415549,78.434337,66.22
Kondapur,Independent House,1289,3,4,1,10,16,19,Fully Furnished,2,Yes,No,No,Yes,No,5.86,3.17,3.2,North-West,12 Hours,17.333634,78.531153,112.6
Manikonda,Independent House,1062,2,3,1,6,6,23,Semi-Furnished,2,No,Yes,Yes,Yes,Yes,4.9,7.91,5.49,North-West,24x7,17.451044,78.466137,62.13
Tolichowki,Apartment,1479,3,4,1,14,18,22,Fully Furnished,0,Yes,Yes,No,No,No,1.11,6.66,8.43,North-East,12 Hours,17.325997,78.44533,67.42
Pocharam,Apartment,684,1,1,1,2,4,13,Unfurnished,1,Yes,Yes,Yes,No,No,14.92,0.81,7.58,South-West,Limited,17.2876,78.403802,26.72
ECIL,Apartment,2444,5,5,0,2,9,18,Unfurnished,0,No,No,Yes,No,Yes,1.27,3.08,6.54,North-West,24x7,17.290306,78.422987,119.91
Vanasthalipuram,Builder Floor,1843,3,3,0,5,20,17,Semi-Furnished,1,No,No,No,Yes,No,12.44,0.4,5.42,North-West,12 Hours,17.369285,78.565234,96.83
Himayat Nagar,Villa,929,2,2,0,16,18,17,Fully Furnished,2,Yes,No,No,Yes,Yes,12.37,7.41,5.06,North-East,Limited,17.353363,78.438585,90.62
Osman Nagar,Villa,1550,3,3,2,0,1,7,Unfurnished,2,Yes,Yes,No,Yes,Yes,2.39,0.91,7.06,West,24x7,17.403059,78.440313,103.73
Peerzadiguda,Apartment,1256,2,1,1,2,4,1,Unfurnished,1,Yes,Yes,Yes,Yes,Yes,3.18,3.01,1.36,North-East,Limited,17.366882,78.497109,58.77
Nampally,Villa,1827,3,3,0,4,4,24,Unfurnished,2,Yes,Yes,No,Yes,Yes,14.62,1.06,2.53,South-West,12 Hours,17.343893,78.576391,92.48
Madinaguda,Apartment,1277,2,2,1,3,14,16,Unfurnished,1,Yes,No,Yes,No,Yes,8.04,4.12,3.93,North-East,Limited,17.313023,78.560394,71.97
Kondapur,Apartment,1083,2,2,2,7,15,17,Semi-Furnished,1,No,Yes,Yes,No,No,3.1,7.99,5.17,West,12 Hours,17.46391,78.546671,80.06
Ameenpur,Apartment,1055,2,1,2,0,6,11,Unfurnished,1,Yes,No,Yes,Yes,No,11.02,2.44,7.28,North-East,Limited,17.289494,78.440435,48.71
Nampally,Apartment,2196,4,4,1,3,15,3,Semi-Furnished,1,No,Yes,Yes,Yes,Yes,11.2,6.69,5.23,East,24x7,17.411696,78.438278,132.21
Kismatpur,Apartment,1169,2,1,0,15,17,25,Semi-Furnished,0,No,No,No,No,No,12.24,4.46,0.67,East,12 Hours,17.451986,78.58358,53.73
Attapur,Apartment,1085,2,1,0,4,6,21,Semi-Furnished,2,Yes,No,No,Yes,No,10.88,4.05,1.54,South-West,Limited,17.319336,78.441161,53.59
Saroornagar,Apartment,1360,3,2,3,7,9,18,Semi-Furnished,2,No,No,No,Yes,Yes,9.06,1.29,3.98,East,Limited,17.46786,78.41025,65.12
Tolichowki,Apartment,3043,5,5,0,3,8,7,Fully Furnished,1,Yes,Yes,No,Yes,No,2.96,4.45,0.86,South-East,Limited,17.339811,78.497536,150.71
Tarnaka,Apartment,861,2,2,1,12,19,10,Fully Furnished,0,No,Yes,Yes,No,No,7.79,6.19,3.73,North-East,12 Hours,17.450948,78.427984,49.29
Pragathi Nagar,Apartment,2354,5,5,2,0,9,9,Fully Furnished,1,Yes,Yes,Yes,No,No,1.48,6.47,5.02,South,12 Hours,17.312377,78.566704,130.23
Begumpet,Independent House,1126,2,2,0,6,14,8,Fully Furnished,2,No,Yes,Yes,Yes,No,3.59,7.71,7.55,South-West,12 Hours,17.404483,78.506803,113.53
Hayathnagar,Villa,2279,4,3,1,7,12,4,Unfurnished,0,No,No,No,No,Yes,9.69,6.81,3.04,North-East,Limited,17.320074,78.569582,115.83
Sainikpuri,Apartment,908,2,2,0,0,1,25,Semi-Furnished,1,No,No,No,Yes,Yes,2.81,1.35,2.95,North-East,Limited,17.361628,78.490484,52.01
Chandanagar,Villa,2197,4,3,0,2,3,19,Semi-Furnished,0,No,No,Yes,No,Yes,3.92,4.7,5.25,West,Limited,17.318257,78.534307,126.76
